Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Cost
3565,CA-2017-130029,03-07-2017,06-07-2017,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,12.96,1.944,11.016
3566,CA-2017-130029,03-07-2017,06-07-2017,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,0.594,3.366
3567,CA-2018-103877,07-09-2018,14-09-2018,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,64055,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,236.691,1341.249
3568,CA-2017-137176,09-09-2017,14-09-2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Dallas,Texas,75220,Central,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,2.2512,12.7568
3569,CA-2018-168109,03-07-2018,03-07-2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,8.997,50.983
3570,CA-2018-168109,03-07-2018,03-07-2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,2395.2,359.28,2035.92
3571,CA-2018-168109,03-07-2018,03-07-2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,253.17,1434.63
3572,CA-2018-168109,03-07-2018,03-07-2018,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,1.1988,6.7932
3573,US-2018-126081,29-06-2018,04-07-2018,Standard Class,FC-14335,Fred Chung,Corporate,United States,Mesquite,Texas,75150,Central,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,0.7776,4.4064
3574,CA-2018-117023,07-08-2018,12-08-2018,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,1.752,9.928
3575,CA-2018-117023,07-08-2018,12-08-2018,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,104.8,15.72,89.08
3576,CA-2016-143532,19-03-2016,24-03-2016,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.496,2.1744,12.3216
3577,CA-2017-103163,07-06-2017,11-06-2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784,0.7176,4.0664
3578,CA-2017-103163,07-06-2017,11-06-2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309,West,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,0.7095,4.0205
3579,CA-2017-104157,25-07-2017,29-07-2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,7.89,1.1835,6.7065
3580,CA-2017-104157,25-07-2017,29-07-2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,65.5,9.825,55.675
3581,CA-2017-104157,25-07-2017,29-07-2017,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,364.512,2065.568
3582,CA-2018-117807,01-10-2018,07-10-2018,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Fremont,Nebraska,68025,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,15.7275,89.1225
3583,CA-2016-121650,10-12-2016,16-12-2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,0.585,3.315
3584,CA-2016-121650,10-12-2016,16-12-2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,120.294,681.666
3585,CA-2016-121650,10-12-2016,16-12-2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,191.96,28.794,163.166
3586,CA-2016-121650,10-12-2016,16-12-2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.61,0.3915,2.2185
3587,CA-2018-161823,03-09-2018,08-09-2018,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,0.894,5.066
3588,CA-2018-121839,24-09-2018,28-09-2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Lancaster,Ohio,43130,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1169.694,175.4541,994.2399
3589,CA-2018-158729,19-12-2018,21-12-2018,First Class,AC-10450,Amy Cox,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,249.843,1415.777
3590,CA-2018-146535,24-11-2018,30-11-2018,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,0.432,2.448
3591,CA-2018-146535,24-11-2018,30-11-2018,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,1443.96,216.594,1227.366
3592,CA-2015-154186,13-12-2015,15-12-2015,Second Class,RA-19285,Ralph Arnett,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,2.92,0.438,2.482
3593,CA-2017-108434,05-12-2017,07-12-2017,Second Class,JG-15160,James Galang,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,69.777,395.403
3594,CA-2017-164154,11-09-2017,17-09-2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428,3.3642,19.0638
3595,CA-2017-164154,11-09-2017,17-09-2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,37.52,5.628,31.892
3596,CA-2018-148012,09-12-2018,15-12-2018,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,0.3936,2.2304
3597,CA-2015-102869,09-09-2015,14-09-2015,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552,2.3328,13.2192
3598,CA-2015-102869,09-09-2015,14-09-2015,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,64.704,9.7056,54.9984
3599,CA-2015-102869,09-09-2015,14-09-2015,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,2.6208,14.8512
3600,CA-2015-102869,09-09-2015,14-09-2015,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,135.516,20.3274,115.1886
3601,CA-2018-138310,26-06-2018,30-06-2018,Standard Class,NP-18700,Nora Preis,Consumer,United States,Denver,Colorado,80219,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,64.7892,367.1388
3602,CA-2015-159835,17-11-2015,24-11-2015,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",12.448,1.8672,10.5808
3603,CA-2015-159835,17-11-2015,24-11-2015,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,98.6895,559.2405
3604,CA-2018-112956,21-08-2018,27-08-2018,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,277.4,41.61,235.79
3605,CA-2018-112956,21-08-2018,27-08-2018,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,3.774,21.386
3606,CA-2018-112956,21-08-2018,27-08-2018,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",91.92,13.788,78.132
3607,CA-2017-119683,12-03-2017,16-03-2017,Second Class,CK-12595,Clytie Kelty,Consumer,United States,New York City,New York,10024,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,29.34,4.401,24.939
3608,CA-2015-163559,23-09-2015,28-09-2015,Second Class,ST-20530,Shui Tom,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,139.44,20.916,118.524
3609,CA-2015-140228,28-04-2015,03-05-2015,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.912,1.0368,5.8752
3610,CA-2015-140228,28-04-2015,03-05-2015,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,4.0644,23.0316
3611,CA-2015-140228,28-04-2015,03-05-2015,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568,26.6352,150.9328
3612,US-2017-131674,29-11-2017,01-12-2017,Second Class,NC-18535,Nick Crebassa,Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,8.7624,49.6536
3613,CA-2016-110093,03-12-2016,08-12-2016,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",16.448,2.4672,13.9808
3614,CA-2016-110093,03-12-2016,08-12-2016,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",36.784,5.5176,31.2664
3615,CA-2018-112529,19-11-2018,21-11-2018,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116,107.7174,610.3986
3616,CA-2018-112529,19-11-2018,21-11-2018,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,4.7664,27.0096
3617,CA-2017-154536,05-09-2017,09-09-2017,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,1.43325,8.12175
3618,CA-2018-141929,04-09-2018,08-09-2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,73.1976,414.7864
3619,CA-2018-141929,04-09-2018,08-09-2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,0.834,4.726
3620,CA-2018-141929,04-09-2018,08-09-2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,32.6775,185.1725
3621,CA-2017-109743,22-09-2017,29-09-2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,40.776,6.1164,34.6596
3622,CA-2017-109743,22-09-2017,29-09-2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,63.936,9.5904,54.3456
3623,CA-2015-159184,14-09-2015,19-09-2015,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",142.4,21.36,121.04
3624,CA-2015-159184,14-09-2015,19-09-2015,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,1.074,6.086
3625,CA-2018-113530,19-05-2018,21-05-2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,102.2112,579.1968
3626,CA-2018-113530,19-05-2018,21-05-2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,0.528,2.992
3627,CA-2018-113530,19-05-2018,21-05-2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,0.837,4.743
3628,CA-2018-113530,19-05-2018,21-05-2018,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,5.448,30.872
3629,CA-2015-169726,09-08-2015,13-08-2015,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,2060.744,309.1116,1751.6324
3630,CA-2018-155957,26-11-2018,30-11-2018,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,52.272,7.8408,44.4312
3631,CA-2018-155957,26-11-2018,30-11-2018,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,213.136,31.9704,181.1656
3632,CA-2018-132178,03-05-2018,08-05-2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,10.428,59.092
3633,CA-2018-132178,03-05-2018,08-05-2018,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,114.516,648.924
3634,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,9.216,1.3824,7.8336
3635,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,41.958,6.2937,35.6643
3636,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,13.4352,76.1328
3637,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22.248,3.3372,18.9108
3638,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,50.232,284.648
3639,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,148.288,22.2432,126.0448
3640,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,4.624,0.6936,3.9304
3641,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",178.92,26.838,152.082
3642,CA-2017-145177,10-11-2017,14-11-2017,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,10.4832,59.4048
3643,CA-2015-156594,20-12-2015,23-12-2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,73.1976,414.7864
3644,CA-2015-156594,20-12-2015,23-12-2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,7.095,40.205
3645,CA-2015-156594,20-12-2015,23-12-2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,0.6195,3.5105
3646,CA-2015-156594,20-12-2015,23-12-2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,23.268,131.852
3647,CA-2015-146528,25-07-2015,27-07-2015,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,0.972,5.508
3648,CA-2015-146528,25-07-2015,27-07-2015,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52,2.328,13.192
3649,CA-2016-168459,22-11-2016,27-11-2016,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,0.4419,2.5041
3650,CA-2016-168459,22-11-2016,27-11-2016,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104,8.2656,46.8384
3651,CA-2018-109960,09-12-2018,11-12-2018,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,15.732,89.148
3652,CA-2018-109960,09-12-2018,11-12-2018,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5.205,29.495
3653,CA-2018-109960,09-12-2018,11-12-2018,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,5.058,28.662
3654,CA-2018-109960,09-12-2018,11-12-2018,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,2.241,12.699
3655,CA-2018-133004,31-08-2018,05-09-2018,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,95.8095,542.9205
3656,CA-2018-168102,24-04-2018,30-04-2018,Standard Class,CP-12340,Christine Phan,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568,17.0352,96.5328
3657,CA-2018-158036,08-09-2018,14-09-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1.3644,7.7316
3658,CA-2016-128083,12-03-2016,17-03-2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,1.3032,7.3848
3659,CA-2016-128083,12-03-2016,17-03-2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4.632,26.248
3660,CA-2016-128083,12-03-2016,17-03-2016,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,0.9612,5.4468
3661,CA-2017-161676,18-07-2017,23-07-2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5.07,28.73
3662,CA-2017-155005,13-06-2017,15-06-2017,Second Class,SC-20050,Sample Company A,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,56.6955,321.2745
3663,US-2018-129777,03-07-2018,09-07-2018,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,38.835,220.065
3664,US-2018-129777,03-07-2018,09-07-2018,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,3.684,20.876
3665,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888,4.1832,23.7048
3666,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456,0.9684,5.4876
3667,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,7.902,44.778
3668,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88,2.082,11.798
3669,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92,15.588,88.332
3670,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52,1.728,9.792
3671,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368,1.5552,8.8128
3672,CA-2015-129364,08-12-2015,13-12-2015,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.072,5.8608,33.2112
3673,CA-2017-104969,08-04-2017,14-04-2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1.3308,7.5412
3674,CA-2017-104969,08-04-2017,14-04-2017,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,18.1656,102.9384
3675,CA-2018-154109,06-11-2018,11-11-2018,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372,19.1058,108.2662
